tu,pos,neg,neu,polarity
rề rà,0.034637865,0.253967613,0.711394548,-0.219329748
phụ cận,0.255920112,0.036608834,0.707471132,0.219311278
hôn thư,0.252980322,0.033671912,0.713347733,0.21930841
đèn vách,0.054576561,0.273775339,0.671648026,-0.219198778
rậm,0.037037902,0.25614956,0.706812501,-0.219111659
guốc,0.046782798,0.265788878,0.687428325,-0.21900608
cư dân,0.2584427,0.03945807,0.702099204,0.21898463
hối lộ,0.043190256,0.26204583,0.694763899,-0.218855575
trốn,0.067544929,0.286066089,0.646388997,-0.21852116
ngọc lan tây,0.294742256,0.076226182,0.629031479,0.218516074
ốc mượn hồn,0.085939124,0.304405719,0.609655201,-0.218466595
ngủ,0.110367423,0.328814474,0.56081813,-0.218447051
thân thế,0.254504055,0.036184359,0.709311545,0.218319695
sò huyết,0.059288125,0.277578264,0.663133562,-0.218290139
nói rào,0.038980491,0.257188082,0.703831375,-0.21820759
gác thượng,0.267865896,0.049849797,0.682284296,0.218016099
thanh nữ,0.244757727,0.026796568,0.728445709,0.217961159
lái đò,0.260775715,0.042892322,0.696331978,0.217883393
nắm vững,0.316618115,0.098860465,0.584521472,0.21775765
lúa con gái,0.245526999,0.027838569,0.726634443,0.21768843
quốc thổ,0.25574258,0.038083866,0.70617348,0.217658713
bềnh bồng,0.117903068,0.335558968,0.546537951,-0.2176559
lủi,0.054277113,0.271910204,0.673812672,-0.217633091
chết đuối,0.073198058,0.290758878,0.636043072,-0.21756082
đắc trung,0.245912537,0.028364182,0.725723207,0.217548355
tiếp viện,0.254523575,0.037028827,0.708447576,0.217494749
hàn huyên,0.297632158,0.080142304,0.622225523,0.217489854
gìn,0.266731501,0.049295042,0.683973491,0.217436459
làng xóm,0.283915162,0.066495255,0.649589539,0.217419907
lạ tai,0.054967398,0.272360191,0.672672421,-0.217392793
goòng,0.249627471,0.032260317,0.71811223,0.217367154
giại,0.086164569,0.303528817,0.610306591,-0.217364248
quyền lực,0.257447004,0.040105827,0.702447176,0.217341177
phân phối,0.255616263,0.038283171,0.706100583,0.217333091
me tây,0.269708216,0.05249718,0.677794635,0.217211036
lập phương,0.074408611,0.291555803,0.634035543,-0.217147192
tối dạ,0.039344374,0.256443381,0.704212248,-0.217099007
xưng danh,0.25845176,0.041481834,0.700066388,0.216969926
gà tây,0.031291626,0.24821493,0.720493436,-0.216923304
thông gia,0.249373108,0.032467678,0.718159199,0.21690543
kèm nhèm,0.03404206,0.250695527,0.715262413,-0.216653466
chốn,0.263290107,0.046657763,0.690052152,0.216632344
gà mái ghẹ,0.245346606,0.028714357,0.725938976,0.216632249
nhà tu,0.245995775,0.029401027,0.724603176,0.216594748
li bì,0.069972187,0.286395311,0.643632412,-0.216423124
lũng,0.045483686,0.261888683,0.692627668,-0.216404997
thi công,0.265063167,0.048692182,0.686244667,0.216370985
quần ngựa,0.263243645,0.04692607,0.689830363,0.216317575
màn gọng,0.252474338,0.036182381,0.711343288,0.216291957
sành sỏi,0.325540572,0.109271534,0.565187871,0.216269039
kinh thánh,0.244678333,0.028411128,0.726910532,0.216267206
tượng,0.276328345,0.060071826,0.663599859,0.216256519
tổng giám đốc,0.250055939,0.033887159,0.716056883,0.21616878
lễ tâm,0.243540123,0.027432481,0.729027331,0.216107642
quen thuộc,0.429794014,0.213687643,0.356518388,0.21610637
tàu biển,0.261618614,0.045566481,0.692814946,0.216052134
nội chiến,0.064591683,0.280577779,0.654830575,-0.215986095
thời cuộc,0.242427751,0.026469549,0.731102705,0.215958202
ấn tín,0.052054338,0.267976582,0.679969072,-0.215922244
nỡm,0.046537664,0.262383252,0.69107908,-0.215845589
be,0.14842562,0.364270557,0.487303829,-0.215844937
lót,0.260867361,0.045034271,0.694098353,0.21583309
sân bóng,0.269186854,0.053385668,0.677427411,0.215801187
lính khố xanh,0.036638051,0.252403677,0.710958242,-0.215765625
vành tai,0.255285949,0.039646544,0.705067456,0.215639405
há,0.039466403,0.255105048,0.705428481,-0.215638645
ngường ngượng,0.039166503,0.254797906,0.706035614,-0.215631403
bom nguyên tử,0.355009407,0.139385045,0.505605519,0.215624362
qua cầu,0.251798362,0.036176398,0.712025225,0.215621963
sâu xa,0.251993924,0.036511902,0.711494148,0.215482023
tiệt trùng,0.364169538,0.148773119,0.487057328,0.215396419
pháp luật,0.057803556,0.273182601,0.669013917,-0.215379044
hôn nhân,0.252721846,0.037358925,0.709919214,0.215362921
nhảy,0.109999659,0.32527859,0.564721754,-0.21527893
mấp máy,0.267274916,0.052117571,0.680607557,0.215157345
sắn bìm,0.269682482,0.054532096,0.675785422,0.215150386
tỉnh thành,0.249269381,0.034181982,0.716548681,0.215087399
bợm,0.305241783,0.520305248,0.174452934,-0.215063465
quán,0.044025213,0.259069115,0.696905673,-0.215043902
nheo nhóc,0.100431554,0.315428048,0.58414036,-0.214996494
lân tinh,0.27573505,0.06074151,0.663523436,0.21499354
phiên,0.041617204,0.256574512,0.701808333,-0.214957308
thế phiệt,0.243334502,0.028408997,0.728256524,0.214925505
cơ duyên,0.26393351,0.049009353,0.687057078,0.214924157
inh tai,0.357225955,0.142548338,0.500225663,0.214677617
ghê gớm,0.454904929,0.240372192,0.30472289,0.214532737
rước dâu,0.246463388,0.032042716,0.7214939,0.214420673
thổi,0.081154679,0.295352015,0.623493296,-0.214197336
quy y,0.253444791,0.039294973,0.707260311,0.214149818
thâm nhập,0.113722522,0.327852979,0.558424518,-0.214130457
nạp,0.041071316,0.255183496,0.703745127,-0.214112179
yểm trợ,0.263847589,0.049754027,0.686398327,0.214093562
thời giá,0.23717846,0.023109222,0.739712358,0.214069238
tàu điện,0.262230158,0.048252013,0.689517856,0.213978145
ngân hàng,0.271266401,0.057316814,0.671416759,0.213949587
tây,0.255069733,0.041123334,0.703806907,0.213946398
bại lộ,0.272879839,0.05900329,0.668116868,0.213876549
ranh ma,0.284671426,0.070819288,0.644509256,0.213852137
trong ngoài,0.253305852,0.039466087,0.707228065,0.213839766
ý chí,0.24864763,0.034889832,0.716462493,0.213757798
người quen,0.245417297,0.031689852,0.72289288,0.213727444
lãng quên,0.063504606,0.277084827,0.659410536,-0.213580221
não lực,0.244260028,0.030709499,0.725030422,0.213550529
tôn quân,0.288507104,0.075003177,0.636489689,0.213503927
trưởng kíp,0.256893665,0.043504797,0.699601591,0.213388868
tư cấp,0.244799286,0.031412441,0.723788261,0.213386845
khai diễn,0.247863188,0.034541074,0.717595756,0.213322114
nhắm nghiền,0.260923088,0.047603488,0.691473365,0.2133196
rế,0.037880685,0.251147568,0.710971773,-0.213266883
vô độ,0.049462739,0.262708426,0.687828779,-0.213245686
nếp cái,0.279052854,0.065902568,0.655044615,0.213150285
giản lậu,0.037429579,0.25055477,0.712015629,-0.213125192
sấy tóc,0.037158687,0.250195265,0.712646067,-0.213036578
khứ lưu,0.308179528,0.095146194,0.596674323,0.213033333
tất nhiên,0.253132433,0.040129863,0.706737697,0.21300257
kín,0.302366026,0.089366137,0.608267824,0.212999888
sau hết,0.240529224,0.027562156,0.731908619,0.212967068
lâu lắc,0.043272652,0.256054193,0.700673163,-0.212781541
giấc,0.25209526,0.039655012,0.708249738,0.212440247
thuyết khách,0.291760325,0.079364352,0.628875315,0.212395974
trớt,0.037684914,0.250017673,0.71229744,-0.212332759
tiểu khê,0.26271376,0.050578404,0.686707795,0.212135356
phụ trương,0.057207704,0.269322097,0.673470259,-0.212114394
hiện tình,0.235193446,0.023094513,0.741712034,0.212098934
quân ngũ,0.238892451,0.026867662,0.734239936,0.212024789
trực ngôn,0.103688881,0.315704077,0.580607116,-0.212015197
bạch cúc,0.251794398,0.03986517,0.708340406,0.211929228
gạch chịu lửa,0.257702023,0.04579559,0.696502328,0.211906433
nhân chủng,0.269808978,0.0579076,0.672283351,0.211901378
chạy đua,0.241925061,0.030043064,0.728031814,0.211881997
kế cận,0.243730903,0.031855972,0.724413127,0.21187493
tiết lậu,0.038480628,0.250228226,0.711291075,-0.211747598
độc giả,0.250322521,0.038778406,0.710899115,0.211544115
tế cờ,0.247566387,0.03607446,0.716359138,0.211491928
gấp ngày,0.244882569,0.033482391,0.721635103,0.211400177
tự,0.263935464,0.052548685,0.683515847,0.211386779
tiến trình,0.260897636,0.049526315,0.68957603,0.211371321
trước bạ,0.251483679,0.04025685,0.708259463,0.211226828
nói khéo,0.274983764,0.063893132,0.661123157,0.211090632
an vị,0.230089709,0.019114293,0.75079602,0.210975416
trữ kim,0.238857716,0.027975563,0.733166695,0.210882153
hàng ngũ,0.244435832,0.033616911,0.721947253,0.210818921
giấy các-tông,0.391877115,0.181078747,0.427044183,0.210798368
hành động,0.044332542,0.25495553,0.700711966,-0.210622989
sâu bọ,0.037877314,0.248461351,0.713661313,-0.210584037
ngặt,0.338448414,0.548874359,0.112677214,-0.210425945
phẩm chất,0.238738239,0.028358607,0.732903183,0.210379632
thiền sư,0.037611283,0.247956917,0.714431822,-0.210345633
cắp,0.057493137,0.26770722,0.674799641,-0.210214083
uỵch,0.059502177,0.26959163,0.670906186,-0.210089453
trở về,0.270942956,0.060857553,0.668199539,0.210085403
đa giác,0.264462531,0.054390822,0.681146622,0.210071709
tái hợp,0.250490367,0.040478732,0.709030926,0.210011635
quan chế,0.264955699,0.054951467,0.680092871,0.210004233
hồi lương,0.277904332,0.067959167,0.654136539,0.209945165
kìn kìn,0.349040151,0.139095441,0.511864424,0.20994471
hữu danh,0.235323057,0.02540816,0.73926872,0.209914897
duy trì,0.241472766,0.031751305,0.726775885,0.209721461
im gió,0.239475444,0.029854234,0.730670273,0.20962121
nhà nước,0.266498297,0.056939006,0.676562667,0.209559292
thực hành,0.305086702,0.09555361,0.599359691,0.209533092
bi ai,0.33174482,0.122213513,0.546041608,0.209531307
hộn,0.046927044,0.256401166,0.696671784,-0.209474122
thắt,0.10738457,0.31684294,0.575772494,-0.20945837
nhể,0.031881446,0.24128215,0.726836443,-0.209400704
quở,0.316297852,0.106910823,0.576791331,0.209387029
lòng tin,0.242286101,0.03302503,0.724688828,0.209261071
ô mai,0.037001144,0.246246278,0.716752529,-0.209245134
thành hình,0.23951672,0.030271946,0.730211318,0.209244775
hướng tâm,0.252754621,0.043586617,0.7036587,0.209168004
chữ đồng,0.262125969,0.053013403,0.684860587,0.209112566
Thiền trà,0.254422843,0.04545055,0.700126648,0.208972294
nhà cửa,0.243283525,0.034343757,0.72237277,0.208939768
quân cơ,0.273509085,0.064597934,0.66189301,0.208911151
sống mái,0.268231988,0.477114379,0.254653573,-0.208882391
nhân sinh quan,0.247594208,0.0389928,0.713413,0.208601408
gót,0.253261246,0.044716284,0.702022463,0.208544962
thiết giáp hạm,0.258023977,0.049501281,0.692474782,0.208522696
thứ tư,0.251729101,0.043208614,0.70506233,0.208520487
lưỡi lê,0.033836517,0.242276549,0.723886907,-0.208440032
màu bột,0.040769078,0.249205366,0.710025549,-0.208436288
khí chất,0.238834962,0.030430349,0.730734706,0.208404614
lề thói,0.278942585,0.070539951,0.650517404,0.208402634
thượng lưu,0.244658522,0.03626365,0.719077766,0.208394872
tôn tộc,0.240211204,0.031833623,0.727955163,0.208377581
vống,0.240179837,0.031953,0.727867186,0.208226837
thường tân,0.246883228,0.038756736,0.714359999,0.208126493
ngay,0.071052309,0.279131881,0.649815783,-0.208079572
ma tà,0.099465512,0.307522288,0.593012169,-0.208056776
gia tư,0.245167613,0.037176281,0.717656076,0.207991332
thăng bằng,0.243493333,0.035533318,0.720973343,0.207960015
thiên văn học,0.250977516,0.043122772,0.705899775,0.207854744
dược học,0.269242346,0.061398547,0.669359148,0.207843799
lễ lạt,0.253703505,0.046067104,0.700229406,0.207636401
bậc,0.250283572,0.042669149,0.707047288,0.207614423
văn phong,0.242300317,0.034820717,0.722878993,0.2074796
gieo vần,0.244216517,0.036770053,0.719013453,0.207446463
quản trị,0.251052707,0.043612618,0.705334663,0.207440089
lượn,0.266432561,0.059068909,0.674498528,0.207363652
kim sinh,0.240112737,0.032767437,0.727119863,0.207345299
cần xé,0.036756497,0.244060263,0.719183207,-0.207303766
phò mã,0.242699489,0.035427898,0.721872687,0.207271591
thầy tu,0.249168053,0.041899309,0.708932638,0.207268745
giám mục,0.248383701,0.041150868,0.710465431,0.207232833
ăn vạ,0.085743286,0.292966813,0.621289909,-0.207223527
tảo,0.032733452,0.239824176,0.727442324,-0.207090724
phớt qua,0.039941318,0.247008383,0.713050306,-0.207067065
ngói,0.286757283,0.079700217,0.633542508,0.207057066
phụ cấp,0.240882292,0.033844866,0.725272894,0.207037427
quạt trần,0.26296106,0.055932611,0.681106329,0.207028449
thành quách,0.240206689,0.033458471,0.72633481,0.206748217
đạc,0.249711027,0.04296862,0.707320392,0.206742408
đáy,0.061855671,0.268523144,0.669621186,-0.206667473
nhơn,0.24222818,0.035630062,0.722141743,0.206598118
thiếu phụ,0.231419548,0.024880495,0.743699908,0.206539053
mỏ,0.077323434,0.283815641,0.638860958,-0.206492207
nhạc khúc,0.24774003,0.041258372,0.711001515,0.206481658
đợi,0.239133015,0.032705598,0.728161395,0.206427418
để,0.340260372,0.133933297,0.525806316,0.206327074
cà chua,0.270598739,0.064347848,0.665053487,0.206250891
khan,0.241585164,0.447711023,0.310703838,-0.206125859
sổ tang,0.245022446,0.038913835,0.716063738,0.206108611
quản tượng,0.245679066,0.039595384,0.714725554,0.206083681
lộp độp,0.04054023,0.24661386,0.712845922,-0.206073631
âm điệu,0.246456444,0.040411796,0.713131726,0.206044648
giải vây,0.236672714,0.030692013,0.73263526,0.205980701
ngày kìa,0.239625335,0.033698376,0.726676345,0.205926958
vai,0.2514619,0.045537423,0.703000665,0.205924476
sắm sanh,0.243849769,0.037974831,0.718175352,0.205874939
nhà bếp,0.24712598,0.041298775,0.71157524,0.205827205
vạn vật,0.25428769,0.048544921,0.697167397,0.205742769
lá mặt,0.255172849,0.049744289,0.695082903,0.205428559
roi,0.062882469,0.268099199,0.669018288,-0.205216729
máy,0.045233335,0.250407964,0.704358697,-0.205174629
thánh sư,0.252550781,0.047497351,0.699951828,0.20505343
truân chuyên,0.131372988,0.336414695,0.532212317,-0.205041707
rồi tay,0.228988722,0.023990761,0.747020602,0.20499796
kinh truyện,0.248813152,0.043934714,0.707252145,0.204878438
biết ơn,0.242874324,0.038016371,0.719109297,0.204857953
lạ thường,0.03976107,0.244590089,0.71564877,-0.204829019
lạ đời,0.03976107,0.244590089,0.71564877,-0.204829019
thổ nhưỡng,0.234588057,0.029808193,0.73560375,0.204779863
viện,0.332650796,0.127880082,0.539469108,0.204770713
lựa,0.241488352,0.036812898,0.721698791,0.204675455
nặng tai,0.03262803,0.237271875,0.730100095,-0.204643846
sáng loáng,0.277330905,0.072697997,0.649971008,0.204632908
ghế bành,0.300408453,0.095799044,0.603792548,0.204609409
hồng hạc,0.248237342,0.043659024,0.708103657,0.204578318
tới số,0.121096417,0.325560719,0.553342879,-0.204464301
thân chinh,0.244008705,0.039567042,0.716424227,0.204441663
vợ bé,0.242440864,0.037999265,0.719559908,0.2044416
gắng,0.265623242,0.061190989,0.673185825,0.204432253
giá thành,0.245003641,0.040716697,0.714279711,0.204286944
đoàn,0.241099901,0.036815646,0.722084433,0.204284255
khách sạn,0.050458968,0.254702866,0.694838226,-0.204243898
sao,0.098180072,0.302239247,0.599580735,-0.204059174
giữ mình,0.232247785,0.028291225,0.739461005,0.203956559
tựa,0.257187851,0.053294726,0.689517409,0.203893125
khiêng,0.057966443,0.261814829,0.680218697,-0.203848386
dã thú,0.234473258,0.030684769,0.734841943,0.203788489
thềm,0.246106327,0.042466246,0.71142751,0.203640081
làn làn,0.226391017,0.022835577,0.750773311,0.203555441
bìm bìm,0.25600791,0.052486431,0.691505671,0.203521479
sinh nhai,0.229686186,0.026167447,0.744146347,0.203518739
bí thư,0.246430099,0.042933403,0.710636497,0.203496696
em gái,0.234421849,0.031030061,0.734548092,0.203391789
nóng lòng,0.312664764,0.516024474,0.171310755,-0.20335971
côn,0.071749208,0.275006721,0.653244088,-0.203257514
vay,0.293173451,0.496420366,0.210406148,-0.203246915
khai trương,0.239863843,0.036694985,0.723441124,0.203168858
mờm,0.038509645,0.241664618,0.719825804,-0.203154974
sông ngòi,0.267248929,0.064310536,0.668440521,0.202938393
quật khởi,0.245673254,0.448537141,0.30578956,-0.202863887
úng,0.301713619,0.098873217,0.599413157,0.202840403
đảo chánh,0.241805583,0.039021462,0.719172955,0.202784121
tím,0.033971377,0.236753151,0.729275435,-0.202781774
báo phục,0.474271446,0.271537781,0.254190713,0.202733666
cáp,0.297561194,0.094860695,0.607578089,0.202700498
lục súc,0.306799616,0.509497548,0.183702855,-0.202697931
đô ngự sử,0.040525194,0.243204802,0.71626991,-0.202679608
âu,0.327041149,0.124439426,0.548519403,0.202601723
tổng thư ký,0.239896446,0.037339561,0.722763956,0.202556886
du kích,0.232332841,0.029782256,0.737884939,0.202550584
mộ phần,0.248613864,0.046088543,0.705297589,0.202525321
động tác,0.247174129,0.044671651,0.708154202,0.202502478
chín chắn,0.047109324,0.249579728,0.703310907,-0.202470403
trường bay,0.062128965,0.264503181,0.673367918,-0.202374216
ngộ biến,0.262096733,0.059791159,0.678112149,0.202305574
mầm bệnh,0.062928177,0.265175611,0.67189616,-0.202247433
lon,0.048952628,0.251190469,0.699856913,-0.202237841
phương tây,0.243702054,0.041488208,0.714809775,0.202213846
tâm niệm,0.32189858,0.119764425,0.558336973,0.202134155
mát tính,0.22344324,0.021335425,0.755221307,0.202107815
quán quân,0.236764222,0.034661982,0.728573799,0.20210224
uốn,0.048349733,0.250429204,0.701221079,-0.202079471
phức hợp,0.235068083,0.033106018,0.731825888,0.201962065
nho giáo,0.284471631,0.082592919,0.632935464,0.201878712
áp tải,0.244807824,0.043061618,0.712130606,0.201746207
tứ sắc,0.044436872,0.246114612,0.709448516,-0.20167774
phổ nhạc,0.246698126,0.045053713,0.708248138,0.201644413
tà khí,0.044365302,0.245974764,0.709659934,-0.201609462
phân hoá,0.17807326,0.379329123,0.442597598,-0.201255863
giống như lột,0.375371009,0.174144462,0.450484544,0.201226547
thế vận,0.060564518,0.261522561,0.677912951,-0.200958043
lấy giống,0.035392039,0.236263901,0.728344142,-0.200871862
thói tục,0.251923859,0.051177967,0.696898222,0.200745892
nha khoa,0.267660588,0.067030363,0.665309072,0.200630225
lồng ấp,0.037172627,0.237718716,0.725108683,-0.20054609
tôm,0.260057598,0.05954859,0.680393755,0.200509008
từ trường,0.242726326,0.042222347,0.715051353,0.200503979
thể,0.263730013,0.06334693,0.672923051,0.200383083
nằm bẹp,0.232009515,0.031656597,0.736333847,0.200352918
khảo cổ học,0.235718846,0.035373036,0.728908062,0.200345811
lâm sản,0.235831261,0.035502817,0.728665948,0.200328443
tư trang,0.235055909,0.034730285,0.730213791,0.200325623
hạ,0.2510245,0.050721595,0.69825387,0.200302904
trai,0.378247685,0.177978373,0.443773941,0.200269312
mưa lũ,0.237062648,0.036799408,0.726137996,0.200263239
nín tiếng,0.046388809,0.246601909,0.707009315,-0.200213101
là,0.042148339,0.242355963,0.715495686,-0.200207624
thể thức,0.250671327,0.05048953,0.698839128,0.200181797
hội sở,0.26478532,0.064653181,0.670561552,0.200132139
két,0.246126741,0.046127521,0.707745716,0.199999221
ngoé,0.035656676,0.235598072,0.728745282,-0.199941397
vệ binh,0.238258302,0.038517181,0.723224521,0.199741121
thuốc lá,0.046145674,0.245877668,0.707976639,-0.199731994
căn tính,0.26496616,0.065287456,0.669746339,0.199678704
liên đội,0.238289468,0.038690595,0.723019958,0.199598873
nạn dân,0.034796786,0.234276429,0.730926812,-0.199479643
quan san,0.42126124,0.221781947,0.356956825,0.199479293
cận chiến,0.047478884,0.246926218,0.705594957,-0.199447334
suối vàng,0.236063644,0.036811356,0.727124989,0.199252289
Suối vàng,0.236063644,0.036811356,0.727124989,0.199252289
khăn chữ nhân,0.24146463,0.042257037,0.716278374,0.199207593
ngón tay trỏ,0.036958173,0.236090928,0.726950884,-0.199132755
từ vựng học,0.247500196,0.04837127,0.704128563,0.199128926
tốc ký,0.233215496,0.034102179,0.732682288,0.199113317
lít nhít,0.039877061,0.238844082,0.721278846,-0.198967021
mưỡu,0.233690873,0.034784049,0.731525064,0.198906824
nhẵn lì,0.227685943,0.028834185,0.743479908,0.198851759
thống đốc,0.245840557,0.047127664,0.707031786,0.198712893
quai chèo,0.251764208,0.053124484,0.695111215,0.198639724
nhập,0.049499669,0.248127845,0.702372491,-0.198628176
rỗi rãi,0.234244823,0.035656139,0.730098963,0.198588684
lên dây,0.232743785,0.034167912,0.733088315,0.198575873
định luật,0.235779941,0.037208155,0.727011919,0.198571786
thuốc tê,0.056590363,0.255090117,0.688319564,-0.198499754
tì vết,0.289381623,0.090882882,0.61973542,0.198498741
ứ đọng,0.037618384,0.236086786,0.726294816,-0.198468402
quẹt,0.061512139,0.25992313,0.678564757,-0.198410992
rơi,0.307050348,0.505439572,0.187510077,-0.198389224
ba,0.056459385,0.2548068,0.68873382,-0.198347415
lung lạc,0.069939099,0.268226624,0.66183424,-0.198287524
gỗ tứ thiết,0.269075513,0.070894301,0.660030246,0.198181212
giày mõm nhái,0.037620485,0.235739738,0.726639807,-0.198119253
phi hành đoàn,0.245107874,0.047003224,0.707888901,0.19810465
thư ký,0.1596677,0.357716346,0.482615954,-0.198048646
ri,0.256292909,0.058298364,0.685408771,0.197994545
sà lan,0.240231693,0.042242307,0.717526019,0.197989386
cư xử,0.242204085,0.04433126,0.713464677,0.197872825
kéo cánh,0.221173748,0.023312015,0.755514264,0.197861733
trung thần,0.22213757,0.024334593,0.75352782,0.197802978
giảm,0.054040186,0.251818746,0.69414109,-0.19777856
sao chổi,0.039549563,0.237301648,0.723148823,-0.197752085
quyền thế,0.252512693,0.054794885,0.692692459,0.197717808
tuần báo,0.243138626,0.045437731,0.711423635,0.197700895
tiên nga,0.258367538,0.060675949,0.680956542,0.19769159
tiên nữ,0.258367538,0.060675949,0.680956542,0.19769159
xà lách,0.046853434,0.244407013,0.708739579,-0.197553579
lách,0.257931672,0.060458565,0.681609809,0.197473107
sân ngô,0.237611443,0.040175121,0.722213387,0.197436322
gạo chiêm,0.239948332,0.042631526,0.71742022,0.197316807
gà trống,0.248481289,0.051199514,0.700319171,0.197281774
vàm,0.292910993,0.095643304,0.611445725,0.197267689
bấn,0.038838355,0.235934295,0.725227356,-0.19709594
tinh dầu,0.249782607,0.052734587,0.697482765,0.19704802
bách hợp,0.033770472,0.230759695,0.735469759,-0.196989223
ruột thừa,0.036081862,0.23287183,0.731046319,-0.196789969
bố trí,0.300604281,0.497227516,0.20216819,-0.196623235
trung tâm,0.244662777,0.048167174,0.707170049,0.196495603
tam suất,0.235864118,0.039417528,0.724718332,0.19644659
mỡ cơm xôi,0.048918694,0.245338172,0.705743134,-0.196419477
quan,0.236245501,0.039993102,0.7237614,0.196252398
lúa lốc,0.243669748,0.047420464,0.70890969,0.196249284
lợi lộc,0.227258652,0.031021152,0.7417202,0.196237501
tế độ,0.197486982,0.393682867,0.408830136,-0.196195886
xuất bản,0.347925454,0.151748478,0.500326097,0.196176976
cha,0.094910581,0.291059007,0.614030427,-0.196148426
thể xác,0.231208026,0.035127867,0.733664095,0.196080159
tồn kho,0.219543055,0.023542961,0.75691396,0.196000094
tập đoàn,0.241631597,0.045642028,0.712726384,0.19598957
hợp lý,0.232285291,0.036352795,0.731361866,0.195932496
tủm tỉm,0.260095894,0.0641739,0.675730169,0.195921995
nhân từ,0.234936178,0.039091583,0.725972235,0.195844594
u hiển,0.23787035,0.042055216,0.720074415,0.195815135
gầy mòn,0.246261328,0.050463267,0.703275442,0.195798062
kế thiếp,0.238690227,0.042900681,0.718409121,0.195789546
thì thùng,0.229959786,0.034221537,0.735818744,0.195738249
thon thon,0.25516513,0.059441097,0.685393751,0.195724033
bản sắc,0.227863088,0.032177854,0.739959061,0.195685234
nam tử,0.23056069,0.034899656,0.734539628,0.195661034
thực sản,0.224640384,0.028989766,0.746369839,0.195650619
thức thời,0.22412473,0.02854215,0.747333109,0.19558258
kính,0.257387744,0.0618146,0.680797607,0.195573144
mở đường,0.243858755,0.048317149,0.707824111,0.195541605
bạch cung,0.240109041,0.044576138,0.715314865,0.195532903
hoảng hốt,0.046389606,0.241920233,0.711690187,-0.195530627
gọi hồn,0.039569639,0.234866694,0.725563586,-0.195297055
sếu vườn,0.065411732,0.260673672,0.673914611,-0.19526194
lặng,0.230567041,0.425799038,0.343633927,-0.195231997
tiên đề,0.237027357,0.041848919,0.721123695,0.195178438
giồi,0.225400537,0.030250764,0.744348705,0.195149774
phạt,0.065773157,0.260916419,0.673310399,-0.195143262
thụ giới,0.047285274,0.242339298,0.710375369,-0.195054024
vật liệu,0.048949182,0.243990809,0.707060039,-0.195041627
thạch bản,0.064430714,0.259347767,0.67622149,-0.194917053
phang,0.040224377,0.235084787,0.724690914,-0.19486041
sải,0.118052641,0.312886362,0.569061041,-0.194833721
đề cử,0.235617042,0.040797751,0.723585218,0.19481929
toàn quyền,0.498415489,0.303691661,0.197892837,0.194723828
thứ hai,0.232648775,0.037965082,0.729386151,0.194683693
thu phân,0.227416381,0.032736849,0.739846826,0.194679532
chuồng trại,0.235413462,0.040747914,0.723838627,0.194665547
cao nguyên,0.227764174,0.033098895,0.739136875,0.194665279
bựa,0.036943838,0.231530443,0.731525719,-0.194586605
giường bố,0.248632997,0.054069739,0.697297335,0.194563258
quan hà,0.30056487,0.106099375,0.593335778,0.194465496
nhà lá,0.255150169,0.060794905,0.684054911,0.194355264
giả tảng,0.052662984,0.247002691,0.70033437,-0.194339707
hư số,0.043218635,0.237524912,0.719256461,-0.194306277
thông tấn xã,0.237029895,0.042770341,0.720199823,0.194259554
du thuyền,0.233606726,0.039373197,0.727020025,0.194233529
nông lâm,0.256620288,0.062413063,0.680966675,0.194207225
nói toạc,0.058156185,0.252337217,0.68950665,-0.194181032
quá bộ,0.228271887,0.034119528,0.737608671,0.194152359
hào nhoáng,0.234833688,0.040743455,0.724422932,0.194090232
son trẻ,0.221258715,0.027204031,0.751537204,0.194054684
dàn,0.24588263,0.051884118,0.702233225,0.193998512
sản sinh,0.266087681,0.072090104,0.661822259,0.193997577
phạm vi,0.0526894,0.246579215,0.700731456,-0.193889815
gậy tầm vông,0.048288286,0.242092505,0.709619224,-0.193804219
hữu lý,0.232042044,0.038263742,0.729694247,0.193778303
gượng gạo,0.066674933,0.260387927,0.672937155,-0.193712994
quét,0.110442019,0.30402899,0.585528979,-0.193586971
lắp ráp,0.045702863,0.239280105,0.715017021,-0.193577241
bỏ tù,0.060559258,0.254136413,0.685304344,-0.193577155
thung lũng,0.237297699,0.043741502,0.718960822,0.193556197
trang bị,0.228097692,0.034545179,0.737357199,0.193552513
ngoại hương,0.231416017,0.037927587,0.730656385,0.19348843
huy chương,0.218360916,0.024883689,0.756755412,0.193477226
quan điền,0.254061908,0.060625259,0.685312808,0.193436649
thái miếu,0.239760295,0.046398409,0.713841319,0.193361886
rộc,0.241588339,0.048255529,0.710156143,0.19333281
học giới,0.241296783,0.047979504,0.710723698,0.193317279
nhẵn bóng,0.033625785,0.226911992,0.739462197,-0.193286207
thuyền rồng,0.225458369,0.032297064,0.742244601,0.193161305
khả ước,0.233891591,0.040733501,0.725374877,0.19315809
cầm ca,0.227004915,0.033852004,0.739143014,0.193152912
nhã,0.524600583,0.331496068,0.143903332,0.193104515
cung phi,0.230350763,0.037305977,0.732343316,0.193044785
kinh nguyệt,0.034923691,0.227944657,0.737131596,-0.193020966
Hoa kiều,0.229975656,0.036958259,0.733066082,0.193017397
xin lỗi,0.08521107,0.278142218,0.636646748,-0.192931147
triều đình,0.238451235,0.04555569,0.715993106,0.192895545
súc tích,0.284916937,0.092042439,0.623040617,0.192874499
